Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,Years used to predict,bagging_temperature,depth,iterations,learning_rate,loss_function,metric_period,od_wait,random_seed,task_type,z-threshold,MAE,MAPE,MSE,R-squared,RMSE,best_iteration,learn_MAE,learn_MAPE,learn_R2,learn_RMSE,validation_MAE,validation_MAPE,validation_R2,validation_RMSE,outlier,year to predict,all years for prediction,dataset,experiment,model_type
2023-06-30 23:37:34,10.2min,fc7d316cea9340d780d87d164bc1a126,powerful-donkey-705,LOCAL,/home/gfragi/.local/lib/python3.9/site-packages/ipykernel_launcher.py,gfragi,FINISHED,[2021],0.2,16,15000,0.001,RMSE,75,100,42,GPU,0.75,1.2646977033066753,1.0920405069084105,4.208849455348794,0.4542797548295654,2.0515480631339824,4154,0.5553845000580078,0.24646011088874786,0.7506918202159586,1.0757411731462672,0.5699079115398001,0.25327169630609697,0.7361165064415423,1.1057247846604574,zscore,2022,no,Amazon,catboost_regression,CatBoostRegressor
2023-06-30 18:49:32,11.5min,4ff1e30ee48044e98cb1f7eb7d0f4c97,salty-stork-660,LOCAL,/home/gfragi/.local/lib/python3.9/site-packages/ipykernel_launcher.py,gfragi,FINISHED,[2020 2021],0.2,16,15000,0.001,RMSE,75,100,42,GPU,0.75,1.2321922497553386,1.1802262278400382,3.8248479971654725,0.5040694591487094,1.9557218608906208,4833,0.7748907534258168,0.3291119693284451,0.6962516835669206,1.3424868714643592,0.7869043236518737,0.3307378476629938,0.6884264639113706,1.369173296979819,zscore,2022,no,Amazon,catboost_regression,CatBoostRegressor
2023-06-30 16:57:54,11.1min,86158a5dcb3c4bfe9c06c8d4c2f5c286,traveling-grouse-242,LOCAL,/home/gfragi/.local/lib/python3.9/site-packages/ipykernel_launcher.py,gfragi,FINISHED,[2019 2020 2021],0.2,16,15000,0.001,RMSE,75,100,42,GPU,0.75,1.2296242340614902,1.1939101187549692,3.780298762126591,0.5098457216939705,1.944299041332529,4634,0.817793786479158,0.3428731677441263,0.693142113593234,1.3816735654766055,0.8212204097538184,0.3468284974512462,0.6886613885860349,1.3901830184191182,zscore,2022,no,Amazon,catboost_regression,CatBoostRegressor
2023-06-30 16:30:29,13.5min,8dcffb3e63a24bf69ee8d8ee993ae8ed,ambitious-yak-383,LOCAL,/home/gfragi/.local/lib/python3.9/site-packages/ipykernel_launcher.py,gfragi,FINISHED,[2018 2019 2020 2021],0.2,16,15000,0.001,RMSE,75,100,42,GPU,0.75,1.2305552831528241,1.1438688814547424,3.797729241542835,0.5075856823170851,1.9487763446693505,5532,0.8343280908199442,0.35222311797540923,0.6901441851476522,1.3927661261422566,0.8420440184727916,0.35507830179103883,0.6838405386842017,1.4027443636103458,zscore,2022,no,Amazon,catboost_regression,CatBoostRegressor
2023-06-28 01:59:38,15.0min,0f54a9278bb14c99ac5f62ab4665929a,dashing-wasp-623,LOCAL,/home/gfragi/.local/lib/python3.9/site-packages/ipykernel_launcher.py,gfragi,FINISHED,[2016 2017 2018 2019 2020 2021],0.2,16,15000,0.001,RMSE,75,100,42,GPU,0.75,1.2155493262570294,1.0255207227907528,3.7592654606937304,0.5125729036795598,1.9388825288535998,5991,0.8060119028746041,0.34321556955051863,0.6973196193153999,1.3572419051479887,0.817289678824089,0.3460679498469175,0.6923642252964036,1.3756367728526904,zscore,2022,no,Amazon,catboost_regression,CatBoostRegressor
2023-06-28 01:21:40,17.3min,73afb2888d7e45ea83e11e0570b9bfb0,skittish-dove-495,LOCAL,/home/gfragi/.local/lib/python3.9/site-packages/ipykernel_launcher.py,gfragi,FINISHED,[2017 2018 2019 2020 2021],0.2,16,15000,0.001,RMSE,75,100,42,GPU,0.75,1.2268920783218464,1.1123942842050736,3.788700023129988,0.5087564125459114,1.946458328125724,5745,0.8201418720473264,0.3465135914440403,0.6962133228395272,1.3730334861369053,0.8359196663740123,0.3504646541452402,0.6876716647783838,1.399450311246728,zscore,2022,no,Amazon,catboost_regression,CatBoostRegressor
